date;pre;pet;sol
24/12/2007;33.2;3.970279;592.1
25/12/2007;0.2;3.970279;592.1
26/12/2007;1.4;3.970279;592.1
27/12/2007;4.8;3.970279;592.1
28/12/2007;5.4;3.970279;592.1
29/12/2007;58.2;3.970279;592.1
30/12/2007;35.2;3.970279;592.1
31/12/2007;14.2;3.970279;592.1
01/01/2008;4;3.970279;592.1
02/01/2008;0.2;3.970279;592.1
03/01/2008;11.2;3.970279;592.1
04/01/2008;0.6;3.970279;592.1
05/01/2008;0;3.970279;592.1
06/01/2008;18.2;3.970279;592.1
07/01/2008;8.6;3.970279;592.1
08/01/2008;1;3.970279;592.1
09/01/2008;5.8;3.970279;592.1
10/01/2008;18.4;3.970279;592.1
11/01/2008;1.8;3.970279;592.1
12/01/2008;62.2;3.970279;592.1
13/01/2008;3.2;3.970279;592.1
14/01/2008;0.2;3.970279;592.1
15/01/2008;0;3.970279;592.1
16/01/2008;7.2;3.970279;592.1
17/01/2008;55.4;3.970279;592.1
18/01/2008;27.2;3.970279;592.1
19/01/2008;1.6;3.970279;592.1
20/01/2008;1.6;3.970279;592.1
21/01/2008;4.8;3.970279;592.1
22/01/2008;2.2;3.970279;592.1
23/01/2008;6.6;3.970279;592.1
24/01/2008;0.2;3.970279;592.1
25/01/2008;2.2;3.970279;592.1
26/01/2008;1;3.970279;592.1
27/01/2008;0.4;3.970279;592.1
28/01/2008;2.4;3.970279;592.1
29/01/2008;0.4;3.970279;592.1
30/01/2008;6;3.970279;592.1
31/01/2008;0;3.970279;592.1
01/02/2008;0;3.970279;592.1
02/02/2008;0;3.970279;592.1
03/02/2008;22.2;3.970279;592.1
04/02/2008;45.4;3.970279;592.1
05/02/2008;32.8;3.970279;592.1
06/02/2008;25;3.970279;592.1
07/02/2008;4.2;3.970279;592.1
08/02/2008;1.4;3.970279;592.1
09/02/2008;7;3.970279;592.1
10/02/2008;5;3.970279;592.1
11/02/2008;9.2;3.970279;592.1
12/02/2008;5.2;3.970279;592.1
13/02/2008;0;3.970279;592.1
14/02/2008;0;3.970279;592.1
15/02/2008;5;3.970279;592.1
16/02/2008;11;3.970279;592.1
17/02/2008;3.2;3.970279;592.1
18/02/2008;28.4;3.970279;592.1
19/02/2008;74;3.970279;592.1
20/02/2008;85.8;3.970279;592.1
21/02/2008;16.4;3.970279;592.1
22/02/2008;0;3.970279;592.1
23/02/2008;3.4;3.970279;592.1
24/02/2008;18.2;3.970279;592.1
25/02/2008;22;3.970279;592.1
26/02/2008;2;3.970279;592.1
27/02/2008;33.8;3.970279;592.1
28/02/2008;11.4;3.970279;592.1
29/02/2008;1.8;3.970279;592.1
01/03/2008;2.8;3.970279;592.1
02/03/2008;24.2;3.970279;592.1
03/03/2008;41;3.970279;592.1
04/03/2008;2.2;3.970279;592.1
05/03/2008;1.6;3.970279;592.1
06/03/2008;1;3.970279;592.1
07/03/2008;0.2;3.970279;592.1
08/03/2008;36.4;3.970279;592.1
09/03/2008;10.8;3.970279;592.1
10/03/2008;14.4;3.970279;592.1
11/03/2008;3.6;3.970279;592.1
12/03/2008;38.8;3.970279;592.1
13/03/2008;0.8;3.970279;592.1
14/03/2008;0.2;3.970279;592.1
15/03/2008;1.4;3.970279;592.1
16/03/2008;0;3.970279;592.1
17/03/2008;0;3.970279;592.1
18/03/2008;0;3.970279;592.1
19/03/2008;0;3.970279;592.1
20/03/2008;6.4;3.970279;592.1
21/03/2008;2.4;3.970279;592.1
22/03/2008;3.2;3.970279;592.1
23/03/2008;16.2;3.970279;592.1
24/03/2008;29.2;3.970279;592.1
25/03/2008;0;3.970279;592.1
26/03/2008;3.4;3.970279;592.1
27/03/2008;0;3.970279;592.1
28/03/2008;1.2;3.970279;592.1
29/03/2008;3.6;3.970279;592.1
30/03/2008;1;3.970279;592.1
31/03/2008;0;3.970279;592.1
01/04/2008;12.8;3.970279;592.1
02/04/2008;2.4;3.970279;592.1
03/04/2008;1.2;3.970279;592.1
04/04/2008;1.6;3.970279;592.1
05/04/2008;0.2;3.970279;592.1
06/04/2008;0.4;3.970279;592.1
07/04/2008;0.2;3.970279;592.1
08/04/2008;4.2;3.970279;592.1
09/04/2008;14.6;3.970279;592.1
10/04/2008;24.2;3.970279;592.1
11/04/2008;4.2;3.970279;592.1
12/04/2008;28.8;3.970279;592.1
13/04/2008;4.2;3.970279;592.1
14/04/2008;0;3.970279;592.1
15/04/2008;1.8;3.970279;592.1
16/04/2008;0.8;3.970279;592.1
17/04/2008;49.2;3.970279;592.1
18/04/2008;9.8;3.970279;592.1
19/04/2008;2.8;3.970279;592.1
20/04/2008;0.2;3.970279;592.1
21/04/2008;11.4;3.970279;592.1
22/04/2008;53.6;3.970279;592.1
23/04/2008;4.2;3.970279;592.1
24/04/2008;5.2;3.970279;592.1
25/04/2008;1.6;3.970279;592.1
26/04/2008;1.8;3.970279;592.1
27/04/2008;0;3.970279;592.1
28/04/2008;3.2;3.970279;592.1
29/04/2008;8.2;3.970279;592.1
30/04/2008;0;3.970279;592.1
01/05/2008;77;3.970279;592.1
02/05/2008;39.2;3.970279;592.1
03/05/2008;29.6;3.970279;592.1
04/05/2008;4.2;3.970279;592.1
05/05/2008;0.8;3.970279;592.1
06/05/2008;1.4;3.970279;592.1
07/05/2008;0.4;3.970279;592.1
08/05/2008;0;3.970279;592.1
09/05/2008;4;3.970279;592.1
10/05/2008;1.6;3.970279;592.1
11/05/2008;3.2;3.970279;592.1
12/05/2008;49;3.970279;592.1
13/05/2008;10;3.970279;592.1
14/05/2008;14;3.970279;592.1
15/05/2008;4.2;3.970279;592.1
16/05/2008;1.4;3.970279;592.1
17/05/2008;41.6;3.970279;592.1
18/05/2008;37;3.970279;592.1
19/05/2008;33.2;3.970279;592.1
20/05/2008;70.2;3.970279;592.1
21/05/2008;55.2;3.970279;592.1
22/05/2008;2.2;3.970279;592.1
23/05/2008;13.2;3.970279;592.1
24/05/2008;13.2;3.970279;592.1
25/05/2008;23.6;3.970279;592.1
26/05/2008;0.4;3.970279;592.1
27/05/2008;1.6;3.970279;592.1
28/05/2008;0.6;3.970279;592.1
29/05/2008;0.4;3.970279;592.1
30/05/2008;40;3.970279;592.1
31/05/2008;29.2;3.970279;592.1
01/06/2008;8.6;3.970279;592.1
02/06/2008;13;3.970279;592.1
03/06/2008;1.4;3.970279;592.1
04/06/2008;0;3.970279;592.1
05/06/2008;8.4;3.970279;592.1
06/06/2008;14.2;3.970279;592.1
07/06/2008;12;3.970279;592.1
08/06/2008;3.4;3.970279;592.1
09/06/2008;43.8;3.970279;592.1
10/06/2008;7;3.970279;592.1
11/06/2008;93;3.970279;592.1
12/06/2008;0.4;3.970279;592.1
13/06/2008;2;3.970279;592.1
14/06/2008;0;3.970279;592.1
15/06/2008;16;3.970279;592.1
16/06/2008;0.6;3.970279;592.1
17/06/2008;11.8;3.970279;592.1
18/06/2008;10;3.970279;592.1
19/06/2008;3.8;3.970279;592.1
20/06/2008;9.6;3.970279;592.1
21/06/2008;13.6;3.970279;592.1
22/06/2008;16.8;3.970279;592.1
23/06/2008;0;3.970279;592.1
24/06/2008;5.4;3.970279;592.1
25/06/2008;1.4;3.970279;592.1
26/06/2008;28.6;3.970279;592.1
27/06/2008;0;3.970279;592.1
28/06/2008;2.2;3.970279;592.1
29/06/2008;5.6;3.970279;592.1
30/06/2008;31;3.970279;592.1
01/07/2008;0;3.970279;592.1
02/07/2008;1.2;3.970279;592.1
03/07/2008;2.8;3.970279;592.1
04/07/2008;1.6;3.970279;592.1
05/07/2008;3.8;3.970279;592.1
06/07/2008;3;3.970279;592.1
07/07/2008;8.4;3.970279;592.1
08/07/2008;4;3.970279;592.1
09/07/2008;2.4;3.970279;592.1
10/07/2008;0.2;3.970279;592.1
11/07/2008;24.2;3.970279;592.1
12/07/2008;0;3.970279;592.1
13/07/2008;21.4;3.970279;592.1
14/07/2008;10;3.970279;592.1
15/07/2008;2.4;3.970279;592.1
16/07/2008;27.6;3.970279;592.1
17/07/2008;42.4;3.970279;592.1
18/07/2008;0;3.970279;592.1
19/07/2008;10;3.970279;592.1
20/07/2008;5.6;3.970279;592.1
21/07/2008;4.4;3.970279;592.1
22/07/2008;0.2;3.970279;592.1
23/07/2008;36.2;3.970279;592.1
24/07/2008;5.6;3.970279;592.1
25/07/2008;7.2;3.970279;592.1
26/07/2008;19.6;3.970279;592.1
27/07/2008;1.2;3.970279;592.1
28/07/2008;2.8;3.970279;592.1
29/07/2008;0;3.970279;592.1
30/07/2008;3;3.970279;592.1
31/07/2008;0;3.970279;592.1
01/08/2008;1.8;3.970279;592.1
02/08/2008;0;3.970279;592.1
03/08/2008;0.8;3.970279;592.1
04/08/2008;0;3.970279;592.1
05/08/2008;0;3.970279;592.1
06/08/2008;0.2;3.970279;592.1
07/08/2008;10.6;3.970279;592.1
08/08/2008;0.4;3.970279;592.1
09/08/2008;0;3.970279;592.1
10/08/2008;0;3.970279;592.1
11/08/2008;0;3.970279;592.1
12/08/2008;0.2;3.970279;592.1
13/08/2008;0;3.970279;592.1
14/08/2008;0;3.970279;592.1
15/08/2008;0;3.970279;592.1
16/08/2008;0;3.970279;592.1
17/08/2008;0;3.970279;592.1
18/08/2008;0.4;3.970279;592.1
19/08/2008;1.2;3.970279;592.1
20/08/2008;1.8;3.970279;592.1
21/08/2008;4;3.970279;592.1
22/08/2008;0.4;3.970279;592.1
23/08/2008;0.2;3.970279;592.1
24/08/2008;0;3.970279;592.1
25/08/2008;0.2;3.970279;592.1
26/08/2008;0;3.970279;592.1
27/08/2008;0;3.970279;592.1
28/08/2008;0;3.970279;592.1
29/08/2008;0;3.970279;592.1
30/08/2008;0;3.970279;592.1
31/08/2008;0;3.970279;592.1
01/09/2008;0;3.970279;592.1
02/09/2008;0;3.970279;592.1
03/09/2008;0;3.970279;592.1
04/09/2008;0;3.970279;592.1
05/09/2008;0;3.970279;592.1
06/09/2008;0;3.970279;592.1
07/09/2008;0;3.970279;592.1
08/09/2008;0;3.970279;592.1
09/09/2008;1.4;3.970279;592.1
10/09/2008;1.8;3.970279;592.1
11/09/2008;23.6;3.970279;592.1
12/09/2008;13.6;3.970279;592.1
13/09/2008;0;3.970279;592.1
14/09/2008;0;3.970279;592.1
15/09/2008;0;3.970279;592.1
16/09/2008;1.2;3.970279;592.1
17/09/2008;3.4;3.970279;592.1
18/09/2008;0;3.970279;592.1
19/09/2008;0;3.970279;592.1
20/09/2008;0;3.970279;592.1
21/09/2008;0;3.970279;592.1
22/09/2008;0;3.970279;592.1
23/09/2008;0;3.970279;592.1
24/09/2008;0;3.970279;592.1
25/09/2008;0.2;3.970279;592.1
26/09/2008;0;3.970279;592.1
27/09/2008;0;3.970279;592.1
28/09/2008;1.2;3.970279;592.1
29/09/2008;0;3.970279;592.1
30/09/2008;0;3.970279;592.1
01/10/2008;1.2;3.970279;592.1
02/10/2008;0;3.970279;592.1
03/10/2008;0;3.970279;592.1
04/10/2008;0.6;3.970279;592.1
05/10/2008;0.2;3.970279;592.1
06/10/2008;0;3.970279;592.1
07/10/2008;0;3.970279;592.1
08/10/2008;0;3.970279;592.1
09/10/2008;0;3.970279;592.1
10/10/2008;0;3.970279;592.1
11/10/2008;0;3.970279;592.1
12/10/2008;0.8;3.970279;592.1
13/10/2008;0;3.970279;592.1
14/10/2008;0;3.970279;592.1
15/10/2008;0;3.970279;592.1
16/10/2008;0.2;3.970279;592.1
17/10/2008;4.2;3.970279;592.1
18/10/2008;2.4;3.970279;592.1
19/10/2008;0;3.970279;592.1
20/10/2008;0.2;3.970279;592.1
21/10/2008;0;3.970279;592.1
22/10/2008;1.6;3.970279;592.1
23/10/2008;0;3.970279;592.1
24/10/2008;0;3.970279;592.1
25/10/2008;0;3.970279;592.1
26/10/2008;0;3.970279;592.1
27/10/2008;0;3.970279;592.1
28/10/2008;0;3.970279;592.1
29/10/2008;0;3.970279;592.1
30/10/2008;0;3.970279;592.1
31/10/2008;0;3.970279;592.1
01/11/2008;0;3.970279;592.1
02/11/2008;4.2;3.970279;592.1
03/11/2008;0;3.970279;592.1
04/11/2008;0;3.970279;592.1
05/11/2008;0;3.970279;592.1
06/11/2008;0;3.970279;592.1
07/11/2008;0.4;3.970279;592.1
08/11/2008;0;3.970279;592.1
09/11/2008;0;3.970279;592.1
10/11/2008;0;3.970279;592.1
11/11/2008;0;3.970279;592.1
12/11/2008;0;3.970279;592.1
13/11/2008;0;3.970279;592.1
14/11/2008;4;3.970279;592.1
15/11/2008;0;3.970279;592.1
16/11/2008;0;3.970279;592.1
17/11/2008;0.2;3.970279;592.1
18/11/2008;0;3.970279;592.1
19/11/2008;0;3.970279;592.1
20/11/2008;0;3.970279;592.1
21/11/2008;0;3.970279;592.1
22/11/2008;17.4;3.970279;592.1
23/11/2008;0;3.970279;592.1
24/11/2008;0;3.970279;592.1
25/11/2008;0;3.970279;592.1
26/11/2008;0;3.970279;592.1
27/11/2008;0;3.970279;592.1
28/11/2008;0;3.970279;592.1
29/11/2008;0;3.970279;592.1
30/11/2008;2.6;3.970279;592.1
01/12/2008;6.8;3.970279;592.1
02/12/2008;6;3.970279;592.1
03/12/2008;0.2;3.970279;592.1
04/12/2008;8.4;3.970279;592.1
05/12/2008;1.2;3.970279;592.1
06/12/2008;0;3.970279;592.1
07/12/2008;0.4;3.970279;592.1
08/12/2008;0.2;3.970279;592.1
09/12/2008;0;3.970279;592.1
10/12/2008;2;3.970279;592.1
11/12/2008;0;3.970279;592.1
12/12/2008;0;3.970279;592.1
13/12/2008;0.2;3.970279;592.1
14/12/2008;22;3.970279;592.1
15/12/2008;0;3.970279;592.1
16/12/2008;0;3.970279;592.1
17/12/2008;0;3.970279;592.1
18/12/2008;23.4;3.970279;592.1
19/12/2008;0.2;3.970279;592.1
20/12/2008;0;3.970279;592.1
21/12/2008;20;3.970279;592.1
22/12/2008;13.4;3.970279;592.1
23/12/2008;8.4;3.970279;592.1
24/12/2008;11.2;3.970279;592.1
25/12/2008;51;3.970279;592.1
26/12/2008;4;3.970279;592.1
27/12/2008;8;3.970279;592.1
28/12/2008;31.6;3.970279;592.1
29/12/2008;10.8;3.970279;592.1
30/12/2008;27;3.970279;592.1
31/12/2008;2.4;3.970279;592.1
01/01/2009;9;3.970279;592.1
02/01/2009;10.6;3.970279;592.1
03/01/2009;22.2;3.970279;592.1
04/01/2009;16;3.970279;592.1
05/01/2009;2;3.970279;592.1
06/01/2009;27.6;3.970279;592.1
07/01/2009;7.8;3.970279;592.1
08/01/2009;62.4;3.970279;592.1
09/01/2009;0;3.970279;592.1
10/01/2009;4.6;3.970279;592.1
11/01/2009;34.6;3.970279;592.1
12/01/2009;41.8;3.970279;592.1
13/01/2009;9.4;3.970279;592.1
14/01/2009;6.4;3.970279;592.1
15/01/2009;0.8;3.970279;592.1
16/01/2009;5.2;3.970279;592.1
17/01/2009;9.6;3.970279;592.1
18/01/2009;45.4;3.970279;592.1
19/01/2009;14.5;3.970279;592.1
20/01/2009;38;3.970279;592.1
21/01/2009;8;3.970279;592.1
22/01/2009;11.4;3.970279;592.1
23/01/2009;18.4;3.970279;592.1
24/01/2009;16.4;3.970279;592.1
25/01/2009;110;3.970279;592.1
26/01/2009;14;3.970279;592.1
27/01/2009;20.6;3.970279;592.1
28/01/2009;4;3.970279;592.1
29/01/2009;7.2;3.970279;592.1
30/01/2009;1;3.970279;592.1
31/01/2009;19.2;3.970279;592.1
01/02/2009;10.8;3.970279;592.1
02/02/2009;7.4;3.970279;592.1
03/02/2009;19.8;3.970279;592.1
04/02/2009;4;3.970279;592.1
05/02/2009;4.2;3.970279;592.1
06/02/2009;26.6;3.970279;592.1
07/02/2009;81.6;3.970279;592.1
08/02/2009;54;3.970279;592.1
09/02/2009;21.6;3.970279;592.1
10/02/2009;0.4;3.970279;592.1
11/02/2009;0.2;3.970279;592.1
12/02/2009;0.2;3.970279;592.1
13/02/2009;19;3.970279;592.1
14/02/2009;17.2;3.970279;592.1
15/02/2009;1;3.970279;592.1
16/02/2009;3;3.970279;592.1
17/02/2009;0.2;3.970279;592.1
18/02/2009;1.4;3.970279;592.1
19/02/2009;14.4;3.970279;592.1
20/02/2009;0;3.970279;592.1
21/02/2009;19;3.970279;592.1
22/02/2009;45.2;3.970279;592.1
23/02/2009;54;3.970279;592.1
24/02/2009;3.6;3.970279;592.1
25/02/2009;3.8;3.970279;592.1
26/02/2009;21.8;3.970279;592.1
27/02/2009;11;3.970279;592.1
28/02/2009;12.2;3.970279;592.1
01/03/2009;6.4;3.970279;592.1
02/03/2009;4.6;3.970279;592.1
03/03/2009;22.2;3.970279;592.1
04/03/2009;14.2;3.970279;592.1
05/03/2009;73.2;3.970279;592.1
06/03/2009;5.6;3.970279;592.1
07/03/2009;45.2;3.970279;592.1
08/03/2009;3.8;3.970279;592.1
09/03/2009;21;3.970279;592.1
10/03/2009;19.8;3.970279;592.1
11/03/2009;3.2;3.970279;592.1
12/03/2009;4.8;3.970279;592.1
13/03/2009;0.8;3.970279;592.1
14/03/2009;0.2;3.970279;592.1
15/03/2009;4;3.970279;592.1
16/03/2009;10.2;3.970279;592.1
17/03/2009;5.6;3.970279;592.1
18/03/2009;2;3.970279;592.1
19/03/2009;24.6;3.970279;592.1
20/03/2009;19.4;3.970279;592.1
21/03/2009;1.8;3.970279;592.1
22/03/2009;0.8;3.970279;592.1
23/03/2009;0.8;3.970279;592.1
24/03/2009;0.4;3.970279;592.1
25/03/2009;0.2;3.970279;592.1
26/03/2009;0;3.970279;592.1
27/03/2009;3.4;3.970279;592.1
28/03/2009;0.8;3.970279;592.1
29/03/2009;62.6;3.970279;592.1
30/03/2009;10.4;3.970279;592.1
31/03/2009;5.8;3.970279;592.1
01/04/2009;39.8;3.970279;592.1
02/04/2009;4.6;3.970279;592.1
03/04/2009;0.4;3.970279;592.1
04/04/2009;18.6;3.970279;592.1
05/04/2009;2.8;3.970279;592.1
06/04/2009;0.4;3.970279;592.1
07/04/2009;0.6;3.970279;592.1
08/04/2009;3.2;3.970279;592.1
09/04/2009;22.2;3.970279;592.1
10/04/2009;5.4;3.970279;592.1
11/04/2009;27.4;3.970279;592.1
12/04/2009;6.6;3.970279;592.1
13/04/2009;35.8;3.970279;592.1
14/04/2009;74.6;3.970279;592.1
15/04/2009;39.6;3.970279;592.1
16/04/2009;1;3.970279;592.1
17/04/2009;1;3.970279;592.1
18/04/2009;0.8;3.970279;592.1
19/04/2009;1.4;3.970279;592.1
20/04/2009;0.4;3.970279;592.1
21/04/2009;7.2;3.970279;592.1
22/04/2009;1.4;3.970279;592.1
23/04/2009;0.8;3.970279;592.1
24/04/2009;0;3.970279;592.1
25/04/2009;0.4;3.970279;592.1
26/04/2009;5.6;3.970279;592.1
27/04/2009;2.2;3.970279;592.1
28/04/2009;3.4;3.970279;592.1
29/04/2009;1.2;3.970279;592.1
30/04/2009;1.2;3.970279;592.1
01/05/2009;0.2;3.970279;592.1
02/05/2009;0;3.970279;592.1
03/05/2009;0.2;3.970279;592.1
04/05/2009;2.4;3.970279;592.1
05/05/2009;6.8;3.970279;592.1
06/05/2009;2.2;3.970279;592.1
07/05/2009;0.2;3.970279;592.1
08/05/2009;0;3.970279;592.1
09/05/2009;0;3.970279;592.1
10/05/2009;2;3.970279;592.1
11/05/2009;0;3.970279;592.1
12/05/2009;1.2;3.970279;592.1
13/05/2009;4.6;3.970279;592.1
14/05/2009;1.4;3.970279;592.1
15/05/2009;0;3.970279;592.1
16/05/2009;0;3.970279;592.1
17/05/2009;0.2;3.970279;592.1
18/05/2009;2.6;3.970279;592.1
19/05/2009;0;3.970279;592.1
20/05/2009;0;3.970279;592.1
21/05/2009;0.2;3.970279;592.1
22/05/2009;2;3.970279;592.1
23/05/2009;3.6;3.970279;592.1
24/05/2009;8.2;3.970279;592.1
25/05/2009;1.4;3.970279;592.1
26/05/2009;0.2;3.970279;592.1
27/05/2009;0;3.970279;592.1
28/05/2009;0.4;3.970279;592.1
29/05/2009;114.8;3.970279;592.1
30/05/2009;68.4;3.970279;592.1
31/05/2009;12.2;3.970279;592.1
01/06/2009;0.2;3.970279;592.1
02/06/2009;3.8;3.970279;592.1
03/06/2009;0.8;3.970279;592.1
04/06/2009;19.2;3.970279;592.1
05/06/2009;32.6;3.970279;592.1
06/06/2009;0;3.970279;592.1
07/06/2009;0;3.970279;592.1
08/06/2009;1.2;3.970279;592.1
09/06/2009;0;3.970279;592.1
10/06/2009;98.4;3.970279;592.1
11/06/2009;4.4;3.970279;592.1
12/06/2009;3.4;3.970279;592.1
13/06/2009;1.8;3.970279;592.1
14/06/2009;16;3.970279;592.1
15/06/2009;2.4;3.970279;592.1
16/06/2009;18.4;3.970279;592.1
17/06/2009;0.2;3.970279;592.1
18/06/2009;51.2;3.970279;592.1
19/06/2009;22.6;3.970279;592.1
20/06/2009;33.2;3.970279;592.1
21/06/2009;0;3.970279;592.1
22/06/2009;37.8;3.970279;592.1
23/06/2009;26.4;3.970279;592.1
24/06/2009;3.8;3.970279;592.1
25/06/2009;12.4;3.970279;592.1
26/06/2009;32.6;3.970279;592.1
27/06/2009;0.6;3.970279;592.1
28/06/2009;2.4;3.970279;592.1
29/06/2009;4;3.970279;592.1
30/06/2009;13.2;3.970279;592.1
01/07/2009;48.2;3.970279;592.1
02/07/2009;30.2;3.970279;592.1
03/07/2009;8.4;3.970279;592.1
04/07/2009;11.2;3.970279;592.1
05/07/2009;2.6;3.970279;592.1
06/07/2009;0;3.970279;592.1
07/07/2009;0;3.970279;592.1
08/07/2009;0;3.970279;592.1
09/07/2009;0;3.970279;592.1
10/07/2009;3.6;3.970279;592.1
11/07/2009;0.2;3.970279;592.1
12/07/2009;6.8;3.970279;592.1
13/07/2009;8.4;3.970279;592.1
14/07/2009;0;3.970279;592.1
15/07/2009;0;3.970279;592.1
16/07/2009;0.6;3.970279;592.1
17/07/2009;3.6;3.970279;592.1
18/07/2009;0.2;3.970279;592.1
19/07/2009;1.8;3.970279;592.1
20/07/2009;43.8;3.970279;592.1
21/07/2009;0.8;3.970279;592.1
22/07/2009;0;3.970279;592.1
23/07/2009;0;3.970279;592.1
24/07/2009;0;3.970279;592.1
25/07/2009;0;3.970279;592.1
26/07/2009;0;3.970279;592.1
27/07/2009;0;3.970279;592.1
28/07/2009;0;3.970279;592.1
29/07/2009;0;3.970279;592.1
30/07/2009;7.2;3.970279;592.1
31/07/2009;0;3.970279;592.1
01/08/2009;3.8;3.970279;592.1
02/08/2009;0;3.970279;592.1
03/08/2009;0;3.970279;592.1
04/08/2009;0;3.970279;592.1
05/08/2009;20;3.970279;592.1
06/08/2009;2.6;3.970279;592.1
07/08/2009;0;3.970279;592.1
08/08/2009;3;3.970279;592.1
09/08/2009;0.2;3.970279;592.1
10/08/2009;0;3.970279;592.1
11/08/2009;0;3.970279;592.1
12/08/2009;0;3.970279;592.1
13/08/2009;0;3.970279;592.1
14/08/2009;0;3.970279;592.1
15/08/2009;0;3.970279;592.1
16/08/2009;15.8;3.970279;592.1
17/08/2009;0;3.970279;592.1
18/08/2009;0;3.970279;592.1
19/08/2009;0;3.970279;592.1
20/08/2009;0.4;3.970279;592.1
21/08/2009;0;3.970279;592.1
22/08/2009;2.4;3.970279;592.1
23/08/2009;0;3.970279;592.1
24/08/2009;0;3.970279;592.1
25/08/2009;0;3.970279;592.1
26/08/2009;0;3.970279;592.1
27/08/2009;0;3.970279;592.1
28/08/2009;0;3.970279;592.1
29/08/2009;0.8;3.970279;592.1
30/08/2009;0;3.970279;592.1
31/08/2009;0;3.970279;592.1
01/09/2009;0;3.970279;592.1
02/09/2009;0;3.970279;592.1
03/09/2009;0;3.970279;592.1
04/09/2009;0;3.970279;592.1
05/09/2009;0;3.970279;592.1
06/09/2009;0;3.970279;592.1
07/09/2009;0.2;3.970279;592.1
08/09/2009;0;3.970279;592.1
09/09/2009;0;3.970279;592.1
10/09/2009;0.2;3.970279;592.1
11/09/2009;0;3.970279;592.1
12/09/2009;0;3.970279;592.1
13/09/2009;0;3.970279;592.1
14/09/2009;0;3.970279;592.1
15/09/2009;0;3.970279;592.1
16/09/2009;0;3.970279;592.1
17/09/2009;0;3.970279;592.1
18/09/2009;0;3.970279;592.1
19/09/2009;0;3.970279;592.1
20/09/2009;0;3.970279;592.1
21/09/2009;0;3.970279;592.1
22/09/2009;0;3.970279;592.1
23/09/2009;0;3.970279;592.1
24/09/2009;0;3.970279;592.1
25/09/2009;0;3.970279;592.1
26/09/2009;0;3.970279;592.1
27/09/2009;0;3.970279;592.1
28/09/2009;0;3.970279;592.1
29/09/2009;0;3.970279;592.1
30/09/2009;0;3.970279;592.1
01/10/2009;0;3.970279;592.1
02/10/2009;0;3.970279;592.1
03/10/2009;0.2;3.970279;592.1
04/10/2009;0;3.970279;592.1
05/10/2009;0;3.970279;592.1
06/10/2009;1.6;3.970279;592.1
07/10/2009;0;3.970279;592.1
08/10/2009;2.8;3.970279;592.1
09/10/2009;58;3.970279;592.1
10/10/2009;0;3.970279;592.1
11/10/2009;0;3.970279;592.1
12/10/2009;0;3.970279;592.1
13/10/2009;11;3.970279;592.1
14/10/2009;0;3.970279;592.1
15/10/2009;0;3.970279;592.1
16/10/2009;0;3.970279;592.1
17/10/2009;3.8;3.970279;592.1
18/10/2009;0;3.970279;592.1
19/10/2009;0.2;3.970279;592.1
20/10/2009;0;3.970279;592.1
21/10/2009;0;3.970279;592.1
22/10/2009;0;3.970279;592.1
23/10/2009;5.6;3.970279;592.1
24/10/2009;0;3.970279;592.1
25/10/2009;0;3.970279;592.1
26/10/2009;0.8;3.970279;592.1
27/10/2009;4;3.970279;592.1
28/10/2009;12.4;3.970279;592.1
29/10/2009;3.4;3.970279;592.1
30/10/2009;0;3.970279;592.1
31/10/2009;0;3.970279;592.1
01/11/2009;0;3.970279;592.1
02/11/2009;0;3.970279;592.1
03/11/2009;0;3.970279;592.1
04/11/2009;0;3.970279;592.1
05/11/2009;0;3.970279;592.1
06/11/2009;4.4;3.970279;592.1
07/11/2009;0;3.970279;592.1
08/11/2009;0.2;3.970279;592.1
09/11/2009;4.6;3.970279;592.1
10/11/2009;13.6;3.970279;592.1
11/11/2009;0;3.970279;592.1
12/11/2009;0;3.970279;592.1
13/11/2009;0;3.970279;592.1
14/11/2009;0;3.970279;592.1
15/11/2009;0;3.970279;592.1
16/11/2009;0;3.970279;592.1
17/11/2009;5.6;3.970279;592.1
18/11/2009;0;3.970279;592.1
19/11/2009;0.8;3.970279;592.1
20/11/2009;25.2;3.970279;592.1
21/11/2009;0.4;3.970279;592.1
22/11/2009;8;3.970279;592.1
23/11/2009;10.6;3.970279;592.1
24/11/2009;21.2;3.970279;592.1
25/11/2009;0.8;3.970279;592.1
26/11/2009;4;3.970279;592.1
27/11/2009;25;3.970279;592.1
28/11/2009;31.8;3.970279;592.1
29/11/2009;0.8;3.970279;592.1
30/11/2009;15.2;3.970279;592.1
01/12/2009;1.8;3.970279;592.1
02/12/2009;13;3.970279;592.1
03/12/2009;0.2;3.970279;592.1
04/12/2009;4.2;3.970279;592.1
05/12/2009;8.4;3.970279;592.1
06/12/2009;5.2;3.970279;592.1
07/12/2009;0;3.970279;592.1
08/12/2009;11.4;3.970279;592.1
09/12/2009;26.6;3.970279;592.1
10/12/2009;19.6;3.970279;592.1
11/12/2009;7.4;3.970279;592.1
12/12/2009;0.2;3.970279;592.1
13/12/2009;7.2;3.970279;592.1
14/12/2009;4;3.970279;592.1
15/12/2009;2.8;3.970279;592.1
16/12/2009;2.4;3.970279;592.1
17/12/2009;0;3.970279;592.1
18/12/2009;42.2;3.970279;592.1
19/12/2009;9.6;3.970279;592.1
20/12/2009;4.2;3.970279;592.1
21/12/2009;12.6;3.970279;592.1
22/12/2009;0.2;3.970279;592.1
23/12/2009;7.6;3.970279;592.1
